,rating,reviews
423,5.0,Really cool to haveVery good headphone. Sound quality is the best. No ear pain. Bluetooth connectivity is really good. Comes with a cool sticker.I am really satisfied with the product..
424,5.0,"Bestest productAwesome product, best quality ever found, nice colour and sound, can be used with any bluetooth device such as mobile , laptop, I pod also can be used with aux cable. I prefer others to buy it."
425,1.0,Not working in 3 days... Don't buy this oneBought on 3rd aug and used for 3 days... not working at all... worst product... Don't buythis...
426,3.0,"Good Quality but comfort factor averageThe sound quality is good but comfort on ears is not that much, it starts hurting after 30 mins."
427,2.0,Product was purchased basis the Brand but it broke in 6 mnthsQuality was not up to mark as expected as not thought it will work for 6 months only
428,4.0,In this price it product is best.Super 😘 product.Boat product is best in this price. I am using this product since 6 month and I am impressed by this product. No any type of usse in this product.sound quality is also good.
429,5.0,Fantastic very good nice sound qualitySound quality is very good
430,1.0,Don't buy it!!!!Sound n battery is first class. But material of headphone band is third class. It will not gonna last long more than 6 months. After 6 months the headband is definitely gonna break.
431,5.0,Very goodGood sound and micquality
432,5.0,"Head phone for LAPTOPThe media could not be loaded.
                



 Good product."
433,3.0,Not comfortableBass not that great not comfortable for long use
434,1.0,Auxiliary cable missingJust unpacked boat Rockerz 370 Headphones. Package contents mentions Audio cable. However the package does not have any audio cable. Can you pls arrange to send the same
435,5.0,"Nice....It is literally a very nice product with very nice packaging.... Completely satisfied....N a must try product....😊😊.....Sound quality is very nice....And it's bass it also a bomb...,☺️☺️"
436,1.0,Bad connectivityThe headphone quality is very bad and the Bluetooth signal is not stable the voice was not clear when o connected with Smart TV. Not recommended for connecting with TV.
437,3.0,"Broken after one monthThe media could not be loaded.
                



 Product was good but after normal usage of one month broken 😢"
438,5.0,"excellentexcellent , good power backup, good sound"
439,5.0,Very greatI can use this as normal head phone for my online class and blue tooth head phone for my gym
440,4.0,nice sound quality but very bad durability.Within two months of purchase the headband broke.
441,1.0,Not at all originalDon't go for this product. It's not at all original boat headphones. Sound quality is so bad
442,5.0,"Go for itI found it amazing. Really good sound quality, easy to connect via bluetooth and battery life is good once it's fully charged."
443,5.0,OkIt's comfortable for listening music only during cold rainy day or in an AC room...
444,1.0,Very poor qualityBroken in a short time
445,5.0,"Bestest headphonesThe media could not be loaded.
                



 Best for gaming classes songsAux for gamingBluetooth for classes and songsMust buyDon't Thuk twice just buy"
446,1.0,"No noise cancellation and bass is prefixed...In total balancing is not perfect.ONCE PURCHASED, THOUGH FAULTY IT CANNT BE RETURNED. SO THINK 100 TIMES BEFORE PROCEED AS YOU CAN GET BETTER QUALITY IN CHEAP"
447,5.0,"My review about BOAT Rockers 370Initially the product delivery was really fast. Coming to the headset the build quality is nice. Sound quality is very good,but you can't wear it for longer time because your ears will get pained that is only bad thing it is having . The cushions are really good but they could make it better."
448,5.0,"Brilliant headphonesThe best Bluetooth headphones sound quality gives you the hd effect and the bass is superb the 40 mm drivers gives them a immersive cool effect . They can be compared to Jabra,Sony,JBL."
449,2.0,Don't buy this ProductIt is good product at this Prise range but plz don't buy this it is very uncomfortable to wear.My personal experience I can't wear it for 5 minutes my ear getting red and painful.
450,5.0,Amazing ♥️♥️♥️♥️♥️♥️Superbbbbbb❤️❤️❤️❤️❤️ Best Quality..Must purchase this.💓❤️❤️
451,5.0,Very good superThis product is good with super battery and Bluetooth . A very good product . Better buy this product
452,1.0,Doesn't support high quality musicThe product looks elegant and even the bass is perfect but I guess it doesn't support the high quality music. It gives multiple microsecond pauses.
453,5.0,SUPER BatteryBhaiii ye kya product de diya!!! It's been 2 months and the battery is still 50% remaining!!!!! Didn't expect this. I use them at least 3hrs a day. GREAT! #NotAFakeReview.
454,5.0,Great Experience ☺️It's A Wonderful Product ☺️☺️☺️ I Liked It Sooo Very Much Thanks To Boat Team To Create Such A Quality Product In Such Budget Range 🔥🔥🔥
455,5.0,"Connects Android and WindowsGreat!!!Hi, this heaphone can connect Android phone, windows Laptop."
456,3.0,Product quality is very poor.Already one side product.
457,5.0,Overall its excellentI really liked the headphones. They came in proper packaging also. Its bluetooth connectivity is also pretty fast . I really liked this product. I will recommend others also  to buy this product.
458,2.0,"Battery backup is BEST,BUT headset breaks from left side.Left side is breaking in all headset of this series (boAt Rockerz 370)."
459,4.0,"Its Uncomfortable.The Sound Quality Is Good, The Bluetooth Connectivity Is Also Good, And In Fact The Noise Cancellation Is Also Good. But I Am Not Getting The Comfort, As My Ear Start Paining After 10 Mins Of Use. Else Everything Is Good."
460,5.0,"The sound quality and bass is really good, I am satisfied by the productThe sound and bass is really good, also the blue tooth connectivity is seemless, I am overall pretty satisfied with this product"
461,2.0,Boat 370I was not expecting from this boat headphone this is very tight and cushions are very rough my ears are paining after 1 hour sorry this headphone is not good as I expecting 😕😕😕😕
462,4.0,"Value for money, definitely!!The ear cups aren't large enough, so the only thing is if u wear for a very long period, or for gaming, it might get uncomfortable....but everything else is fine!"
463,4.0,"Overall awesomeAwesome product.Writing it after one month.Best for gaming.But in low volume, sometimes , the voice legs. Battery life more than 15 days for me."
464,5.0,It’s very good product in affordable priceI like this product it has very good sound quality and pls work noise cancellation. good work
465,5.0,SuperbSuper performance
466,1.0,Worst productDislike no sound quality what i was thinking
467,4.0,"Not a bad experienceGreat sound and design of product, very pleased with comfort level as well. Light and convenient. But no noise-cancelling. Overall well worth the price."
468,3.0,Poor Build QualityThe sound of this headphones is absolutely mind blowing. But the only negative thing about this product is its build quality. The headband broke within 2 months.
469,2.0,"Feels pain in ears if use more than 30 min,,sound is normal,,Average productFeels pain in ears if use more than 30 minutes,,sound quality is normal"
470,4.0,Its disturbing while put on chargingCan u help me ..my boat headphones not charging properly..Its disgusting lot..wt should I do
471,1.0,"Not a durable product at allSound quality is good but very disappointed on the durability of the product. Not even been a month after purchasing, the headset broke near the extension area."
472,3.0,Good Sound Bad MicThe device build quality is ok. Sound is good but the mic is bad. The person on other side doesn't hear at all.
473,3.0,Comfort is not that good. External part of ears pain after using it for more than 20 minSound quality is good but the blue tooth connectivity is not that strong we expect coz we need to use aux cable while having a call so that the other person can listen us clearly.
474,4.0,Not BadOk product. Sound quality is good.
475,4.0,It is right according to the amount of money spent.I am very happy amazon delivered it to my house within 2 days and the product is also very good.Sound Quality 4/5Noise cancellation 5/5Bass4/5
476,3.0,Microphone is not effectiveI have observed that the Microphone quality is not unto the mark. I can't use it for attending the meetings. Speakers are Ok.
477,1.0,Poor built qualityFor built quality don't deserve even 1 star..Still battery life and sound quality worth the money...Personally I am not going to recommend even to my enemy 😂😠😠😠😠😠😠😠😠😠😠😂😂😂😂
478,4.0,Not comfortableGuys this product is crazy at a unbelievable price I gonna tell sound quality and bass is outstanding but they are not comfortable fitting in my ear  so it's good for small or medium eard
479,5.0,Very Good Product. I'm Enjoying It. 🥳Really Good Product. If Your Budget Is Around 1K You Should Consider This Headphone. Good Quality Bass And Sound Quality Is Also Clear And Loud (Not To Loud). You Can Check Out This Product If You Want.
480,5.0,GoodValue for money
481,5.0,Subscribe my channel SIDDHARTH GAMERZSound quality good. Good for gaming. If you buy this product for gaming use wire which is available with headphones go for it
482,3.0,SuperI like the sounds feals great 👍I dis like sound up and downLeft side of sound is greater than leftI feal right ear is low soundThat's all i got
483,1.0,Started malfunctioning on the eleventh day.I cant properly use it with an aux cable. One ear is not working. The bluetooth only works if you do a blood sacrifice. If I could put a zero star I would do it.
484,1.0,Don't Buy.... Quality is very poor.... Sound & PlasticDislike & Disappointed. Very bad quality product. Pastic quality veryvery bad. Please dont buy.if you buy you want to send head set to service centre countinusly for repair
485,1.0,It is not at all as per my expectations overall quality is very badThe product is not good the sound quality is also not very much clear and while wearing it for more than 10 min it causes pain in my ears and in my opinion comfort level is zero
486,1.0,NoThe product is not working properly after charging the headphone Should u replace the item or refund to meAs soon as possible
487,2.0,"My first and last bad experience with HeadphonesOverall is ok ok, but after 1 month mic working stop, I can use only for listening music, not for calling, zero star for mic"
488,5.0,excelllent..very good product ...fast delivery
489,4.0,"GoodSound quality is OK at this price, great for kids"
490,5.0,👊Value for money
491,4.0,Good soundThe build quality could have been better. I myself read lot of reviews and bought this one.Sound is good not too much base but base is there.People with large head size should avoid this one.Rest the product is good.
492,5.0,Exlent productExlent product boAt rockerz 370
493,5.0,Must buy .Sound quality of the product is mind blowing. Noise cancellation is also good and it is easy to connect and and easy to disconnect . In my opinion must buy this product. Charging and battery life is fantastic.
494,1.0,"Too small.It's too small. And not sturdy, feels like it will break at anytime"
495,5.0,"Good ProductI recieved them in good packaging conditions. Have been using them for a few days. Till now, everything is just perfect. The battery backup is really admirable. As of now, I would suggest its a 'must buy'."
496,4.0,designingHas a great sound quality but bluetooth connectivity is slow and some times unnecessary errors occurs and their services are worst there number is also not working they don't reply to mails to so disappointed
497,5.0,"Good  product  but  ears are getting heated  if we use more than 30 mins due to air blockgoo d product as per usage  but  due to air blockage  , ears are getting heated and uncomfortable to use more than 30 mins"
498,5.0,"Value for money.The media could not be loaded.
                



 Sound quality is very good, look wise the product is awesome."
499,4.0,All are good but quality of headphone is not goodQuality may be better
500,5.0,Good product and value for moneySound quality excellent
501,4.0,GoodGood product with impressive bass and sound quality. Battery is also good. But the audio breaks in between until we disconnect Bluetooth and connect again.
502,5.0,Good battery lifeBattery life lasts for long and looks perfect on head
503,4.0,"Nice productI am using it since 10 days, reliability of charger, battery can be seen only after 6 months. The product is costlier. Till date it's ok."
504,1.0,Was broken when arrived.One of the ear pads were broken when arrived. Had to glue it in place. Not expected this from Boat.
505,4.0,Worth to buyProduct too good but continues using more than 15 min hears paining ..
506,3.0,Not that GoodThe product came in torn packet. During communication sound is not clear. Pretty disappointed
507,4.0,GoodOverall good buy. Value for money
508,1.0,Review after 4 month of useHardly Used 10 times to listen music and all stuff.Right now neither wireless nor with cable working.Not even starts after 12 hrs of charging.
509,4.0,"Great sound quality and value for money 💰The media could not be loaded.
                



 I really liked this product 😍Super happy with it also it is a great deal at this prize. The sound quality is amazing I would highly recommend this product!"
510,4.0,"I love to buy electronic in Amazon it's always goodHeadphone is very nice I love it, just the thing was I got damaged package but thank God headphone was all good just a little scratch that I don't mind."
511,5.0,very goodvery good
512,4.0,boat headphones rockerz 370I love the sound quality nd bass as well but bass is little poor than mi wired earphones but all over I like my headphones nd go to other world while listening 8d nd bass boosted musics....
513,5.0,Good product 👌🏼Good job Amazon team
514,5.0,Good productNothing in particular
515,1.0,Poor microphoneNot good for office conference call. People on other side complained about poor voice quality. Looks like the microphone is not great.
516,4.0,Somewhat ok productIts' got some connectivity issue. Sometimes sound flow stop in the middle of viewing\playing videos even at close range.
517,3.0,Don't dare to buy it.Audio quality is good. But ear cushions are very bad. One cannot wear it more than 30 minutes. Bluetooth connectivity is not good sometime sound is not audible. Build quality is not good. For me it broke in 2 months.
518,4.0,Very good qualityI like sound quality
519,3.0,"Not as expectedNo proper functioning of volume ability, sound quality is improper."
520,1.0,"Bad heaphones, worst qualityVery very very bad heaphones, hate it"
521,5.0,"Worth for moneyUsed so far had no issue , very good Bluetooth for the affordable  price"
522,5.0,Awesome product.I liked it very much. I thought it's only for music but i can receive calls too. Base is very good. And this colour combo looks so cool and classy. It has both wire and wireless facilities. Very nice.
523,5.0,Very goodUsing from 3 months and still working very well people who are writing review that it have broken it's your poor maintainance
524,5.0,"Worthy ProductNice product... Worthy for each penny... It's price is Rs.900, I thought we can't get real boAt product under 900...But it is a real boAt product.... Thanks to Amazon..."
525,5.0,My opinionThis product is good in package. And this headphones is also very nice and I like this design. I must say if you bought this headphones you will also loved it. This is my own opinion.
526,5.0,Good product but not the bestBass is not as good as expected. My ears are paining after use the headphones 30 min. Need more soft cushion and the compression on the head.
527,1.0,"Don't buy, poor qualityVery low quality, strongly recommend don't buy this...waste product"
528,2.0,Company is BOAT but the quality of sound is very very disappointing 👎This product is extremely poor..the sound quality of this product is very very bad....As the company is BOAT i thought it would be worth it...infact...now i am not satisfied with this product....👎👎👎👎👎
529,5.0,Best qualityThe product it amazing till now it's not been even full month feels like brand new at every use it's total nice product battery life is besttt overall worth the price💸
530,5.0,Bluetooth battery is awesomeIt's awesome . Sound quality is very good  every thing is perfect the most important thing which I loved is battery I charge it once for 2hr and it works upto 5to6 days
531,1.0,Buy SONY instead of it..Bad experience.. Want to return...but have not been provided options....so poor compare to SONY products....cushion quality is poor... Bearing pain because of it.
532,5.0,Worth every penny. Excellent sound and quality.
533,1.0,PatheticJuat after 1 month bluetooth stopped workingAnd now i am stuck with the productSuch pathetic experience i have had with the headset
534,5.0,"Excellent, my niece loved these, as I bought them for her online classes & listening to music.Excellent, my niece loved these, as I bought them for her online classes & listening to music."
535,5.0,Super qualityNice product
536,4.0,Boat 😍 370This headphone is just awesome amazing best headphone I have ever used just I want to say nosie cancellation is average and its sound Hollow but it's style sound and connectivity is mind blowing it's price is good 👍😁 you can buy it it's just awesome
537,4.0,Good One first music n videosAwesome for music n videos but not for calling. Although I have bought it for my online classes n satisfied.
538,5.0,Change the looking of headphoneAfter putting headhphone on a head its not look good as others headphone like. And after using headphone in regular contact glass there is pressure created on the ear and its pain full
539,5.0,Use it carefully !!!I used this headphone for online lectures and gaming and listening music  I liked it because it's bass is good abd sound quality is good too
540,5.0,NiceProduct is really good in these price  the quality and design we received is up to the mark
541,5.0,"How can you repair it for me.The media could not be loaded.
                



 Repair it."
542,4.0,Defective piece sentThe media could not be loaded.
543,4.0,Good sound qualityI am so happy
544,1.0,It has been broken automatically without any mechanical stress...Very bad product...it has broken two times from two different places without any mechanical injury...very bad plastic quality...and no satisfaction for sor quality...
545,1.0,Plzz return my money rs 1200 so can i do again shopping so plz return my moneyPlzz return my money rs 1200 so can i do again shopping so plz return my money
546,3.0,Avoid itAvoid it. Not at all comfortable and audio quality is below average.
547,5.0,GoodGood
548,4.0,OkayOkay
549,3.0,"boAt Rockerz 370It is an average product with nice sound quality but bass is very low , high nodes are very high not comfortable for long time use. If using for 1-2 hrs good but if used more than that ears will start hurting."
550,4.0,I AM HAPPY TO BUY THIS PRODUCT 👍I like this headphones the base is very good and sound is very nice and clear little bit noice and this littlebit uncomfortable but I like this product 👍
551,4.0,"Nice Budget Headphones if you wanna try BoatThe media could not be loaded.
                



 Go long with product when your budget is like , Good But not Best Stereo Headphones , It's nice to daily use at Home ."
552,4.0,"CAN BUYBest sound quality but I think they have given me used one.Many scratches were there on the cups.You shouldn't do like this,you should be honest with your work and customers"
553,4.0,BassI like this headphones because their bass quality is so good but volume is less to singing
554,1.0,"Cushion quality is very badCushion is not good, can't use it for more than 10 mins, because of bad quality cushion it feels very hot on the ears. Build and sound are good."
555,4.0,Try not to wear any goggles or specks over ear while using headphone.It is a good product just a oroblem with irritation of ears if you wear goggles or specs. It can also cause irritation if used for time more than 30 min.
556,3.0,It's goodIt's been almost a year since i bought this it's good for normal use and stuff it's a good product only the aux cable has a Lil prblm but it can be fixed
557,2.0,"No comfort in while not reached to expectations in comfort level onlyActually main problem is that it's very hard wear... By wearing I'm getting pain on my ears....I can't use it properly , I'll give zero in comfort of wearing it"
558,1.0,Useless headphoneOne ear piece is louder than the other. Requested for a replacement and other also has the same issue. Not recommended. Don't buy this.
559,5.0,Superb audio qualityGet at 899/-Very nice and classic design..15+ hours of bettery life..Emmersive audio experience & nice bass.
560,5.0,Best quality at best price...... Worth buyingThe best thing which I loved about this product is battery backup... Once fully  charged can be used for atleast 5 days even if I use it a lot for lectures
561,4.0,Nice productGood product but need to handle with care since it's v delicate and also for first few days it create creates extreme ear pain but thereafter it is gud
562,5.0,Nice ProductI just loved the product and the other best thing is that the bass is very good that my daughter loved it as her Birthday Gift.Thanks for making such a nice gadget.
563,4.0,Everything is goodBoat lovers best choice
564,5.0,"One of the best someone can buy for their ears!!!Perfect, steady and affordable!!!"
565,5.0,"Music without interrupting get itThe media could not be loaded.
                



 The best one."
566,5.0,"SatisfiedIt's really good for use , love it , Bluetooth works awesome,  wired sound is too good . It's definitely not sound canceling and battery life is really awesome."
567,2.0,Not supporting on my realme 3 pro.. disappointed 😞Product is good but I am very dissapointed that it's not supporting my phone and not getting connected and sound quality is bad cuz it's not supporting
568,4.0,"NO NOISE CANCELLATIONThe sound and bass quality is good, but headphone does not have noise cancellation feature. Other than that, it's an awesome product."
569,5.0,"Best headphones according to its budgetI like everything about this headphones as according to its price, it's actually very good and sound quality is good also battery life is nice"
570,5.0,Nice blooutooth sepekar very nice productsIska upyog mene apne manoranjan ke liye Kiya hai
571,4.0,Value form money and great looksGreat value for money
572,5.0,Good itemIt's good one.
573,5.0,Excellent bassVery good bass if you want to buy u can buy it it is good product
574,4.0,GoodGood.But hope the band does not  broken from upside
575,1.0,Very delicate....no useIt broke within three months of purchase
576,1.0,"Worst productWorst product ever. It has an one year warrenty card, but within two months, any type of sound is not coming out of it. And they are not ready to replace the item too. I am totally disappointed."
577,3.0,"Colour is Amazing, Sound quality is averageHeadphone colour is same as displayed on the website and it looks great physically.Sound is not great, I've other headsets with boat but this is not quite great as the others.Nonetheless, Good product."
578,4.0,Nice productIt is outstanding product specially it's battery backup but it's has low noise cancelling system with average bass effect.
579,5.0,Awsomevery nice product in this price range extremely satisfied
580,3.0,Product is quite good and it has very good battery  life it is a valuable productOne think that I  dislike about this product is that it's aux mode is not working properlyIf u buying it for ur PC or laptop usePlzz don't buy it
581,5.0,Amazing!Man the sound of this headphone is so good like the sound quality is so clear and the bass is lit I would say it is a perfect balance between treble and bass
582,5.0,It's pretty dope but...It's good but there is no noise cancellation if noise cancellation is why u buyin this then u should go for something else. Everything else is just excellent
583,4.0,"Nice productGood product,battery backup is also good.But not for long time use after 1 to 1.30 hr of usage ears getting pain"
584,1.0,Waste of money product....third class soundIt is just local ones...power button off and on works...brought it on 15th july...dont waste money
585,5.0,Nice oneNice one
586,5.0,Must buyIt's been 1or 2 month since I bought this it's sound quality is as good as k expected from the start till now ... Bluetooth connectivity is superb ... Must buy if u are looking for good headfone in affordable price ...go for it
587,1.0,Don't buy this headphones. No return...This is not worth to buy. Who's looking for attending meetings and call. Don't buy it. It's waste and not able to return.
588,5.0,5 starVery good sound quality.
589,4.0,Must get product in my eyesI am enjoying this product and has made my listening experience morw soothing and comfortable. It has a very good sound quality and comfortable to ears. Long lasting battery and quick connectivity.
590,1.0,DurabilityBlutooth connection stopped working after 20 days only..I have no Idea how it will be repaired as Amazon give warranty of 1 year. Do  reapair this .
591,3.0,"Everything except build quality is good.Recently while travelling it broke, while using it.If you want something for regular use I will not recomeend it, as regular use will not last long."
592,5.0,Best headphones 🎧 good battery backup using from 4 days without charging since it  cameBest headphones 🎧 good battery backup using from 4 days without charging since it  came best writing review after 3 months no complaints best you can buy it
593,4.0,"Value for moneyWhen i got the product it was worst,disbalanced sound,and aux cable is not working in a single goBut after replacement it is wow happy about product"
594,4.0,"Sound quality is best. And Bluetooth connectivity as standard.Sound quality is best. And Bluetooth connectivity as standard. But ear is paining while using, even with in short time."
595,2.0,Wrost thing to purchaseWithin a week  headphone just fall down by my son n WI FI not working n some sound of part there n Why not search better review
596,3.0,Not good as expectedThe sound quality is not good so much the microphone is worst .
597,3.0,Ok okVoice break issue observed while talking through blutooth ..without aux.. overall quality seems fine so far...
598,5.0,ExcellentU will love it
599,5.0,"Excellent, best gift to some one u prefer. Wonderfull than any other products.Wonderful buy."
600,1.0,"Bad qualityMy extender was broken by own and built quality is also bad ,ptron is good instead of them . I called boat and they have said they will not replace 😡😡🤬🤬 very bad"
601,4.0,Nice bassGood product
602,2.0,Sound quality is good but the material used is of poor qualityThe sound quality is good but the head piece is made of some low quality material.I just used it 15 days. Now its broken
603,3.0,It's very tight on earI do not suggest to buy this headphones if you use it for a long time ..after 1/2 an hour using it your ear will start hurting
604,1.0,Bluetooth Connectivity problemSomething is fundamentally wrong with this products manufacturing even after warranty replacement of the product connectivity problem is coming
605,4.0,"EXPERIENCE WITH HEADPHONESTHIS IS A NICE PRODUCT , IT IS AWESOME WITH ITS SOUND BUT YOU WILL HAVE A EAR PAIN IF YOU HAVE ANY EAR PROBLEM, OTHERWISE ITS FANTASTIC IT WAS DELIVERED FINE IT WASN'T DAMAGED AT ALL I WOULD SURELY RECOMMEND YOU TO BUY ! 🔥"
606,3.0,My handphone very small so returns pleaseMy handphone very small so I am not comfortable for this handphone
607,4.0,"All over good but not good for long time use.Good product but After using it for a long time, my ears started hurting."
608,5.0,Worth it ! 👍🏻Packaging was nice.Really good productWorthy for 1000 bucksSound quality and bass is really goodShould buy it.. 👍🏻❤️
609,3.0,However on ear headphone are good with value for money but should be more betterIt missed bass quality which I was looking forSome times bluetooth connectivity shows glitches in running songsCushions should be more soft
610,5.0,Excellent productMy son liked the headset
611,5.0,BestColor is awesome...sound quality wow
612,5.0,Sound quality awesome 👍 very much satisfied with this product.Sound quality awesome 👍 very much satisfied with this product .I would recommend you all to buy this product ♥️
613,2.0,"Bluetooth is not goodNot able to hear the other person properly...bluetooth is not functioning properly...I returned it ,bcoz of its poor quality"
614,5.0,OsmOmg am glad to having this headset....it's highly recommend..must buy... mainly for gamers....🥰🥰🥰🥰🥰....but bluetooth connectivity was lil bit slow... otherwise it's osm product....must buy....
615,1.0,Did not like muchDid not like much
616,4.0,Maximum quality ensured for this priceThe price kept changing in time becouse of the offersAnd i bought for RS 800FOR this price this is the one of the nest wireless headphones
617,1.0,Product is good. But within 2 months the top side of the product has been brokenProduct sound and mic are good. But the ear side of the product is broken within two months.
618,4.0,"Mic issue persists even after replacing itSound & bass are very good but Mic doesn't seem to be working. During calls, other person hear a little or no voice"
619,5.0,Awesome product each and every feature is amazing😘Sound quality is fabulous and I just loved the feature that it wired and wireless both that makes work easy without any disturbance. 👍🏻😘
620,5.0,It is the best productThis product is excellent  the sound quality is super and I like the design  and it is the best product I have seen ever
621,5.0,Should buyExcellentThey have good packing and have very good noice cancellimg too good quality I am impressed 👌should buy .
622,2.0,"Without warranty card ,Return product by someoneProduct didn't contain warranty card Charging & USB cable found loose looks return product again sold to me so want to claim return money"
623,5.0,Awesome headphones if u hear in laptop u will go for heaven because sound is better than mobileThis is best quality headphonesWant to buy it for sound qualityYou can have noise cancellation in laptop than Mobile
624,1.0,"Package was opened alreadyProduct is good,but package was already opened , please don't do this to the customers by giving used products or returned items"
625,4.0,I am unable to hear zoom calls clearly. Sound and video are not clear and break in between.The headphone doesnot connect smoothly to my zoom call. Sound and video are relayed with break ups continuously
626,2.0,Poor plastic frame. No durabilitySound is good enough but the frame for the head. It's quality is so bad with in a month cracked. Brought two models both are cracked
627,1.0,Do Not Buy This Product..broke within a month of buying ...worst headphones I have ever had..
628,1.0,Worst build qualityWorst quality product i thought boat has the good quality products. When try to wear around head one side of headphone is broke only 2 months old
629,5.0,Good Sound Quality but bluetooth connectivity is laggedLagged of Bluetooth connectivity
630,4.0,Sound output is very good but mic quality is not good at all.Sound output is very good but mic quality is not good at all.
631,1.0,"Poor product. Quality problem. Bluetooth does not work.Received delivery on 19th Jan itself. But only after 7days, bluetooth not working. Faulty product despatched by Amazon."
632,4.0,False informationIt was told in the page that it's over ear ...false it's on ear .I believed it and brought it . Please give correct information . Very much disappointed.
633,5.0,GoodGood
634,1.0,not worth bad .uncomfortable.I did not like the soud quality no bass. And really uncomfortable i cant even wear it for 10 minutes.
635,5.0,Go for it!It's a great product. The packaging comes super good.Both audio and material quality is nice and satisfactory. Without any doubt purchase it .
636,1.0,Not working the device within two weeks but return option only one week.Return option for electronics to be given minimum two weeks or even one month because retailer warranty is one year and needs to be considered.
637,1.0,"Bad productThe media could not be loaded.
                



 Very poor quality product they give in this price. Broke within a month.Wastage of money. Don't go with it."
638,5.0,🤗☺️
639,1.0,Honest review:Don't buy itWorst bass quality (even if you don't need bass)No noise cancellationRemember You can't return it only replace it
640,2.0,"Ear may damageIt is not for the ears, my ears started paining badly after month use . Avoid buying this if u have sensitive hearing"
641,3.0,Not comfortable to wearIt's very light in weight sound system is ok but it gives pain to ears and sought of uncomfortable when you use it .
642,5.0,Good purchaseSound quality is good........ If you are looking for noise cancellation then maybe you will get disappointed........ Else sound quality and Bluetooth connectivity are good
643,5.0,Loving itSound accurate
644,5.0,I love my headphonesThis product is super good sounds very clear and bass is too good battery backup is also great!I got no dislike for the headphones
645,5.0,Good QualitySound quality is good. It's ok overall.
646,2.0,No sound comes from the headphoneSometimes the voice only come from one speaker and sometimes no voice comes from any of the speaker of the headphone. Volume down button is pressed inerly.
647,5.0,Best of go for itThis is a best headphone ever boughtVery good Bluetooth connectivity and alsoGood noise cancellation
648,3.0,OkGood
649,4.0,"Super qualityIt's super quality but the ear spong was not fitting,  that was fall down frequently"
650,1.0,It's not switching on for me and I bought it 3 days ago...Pls don't buy itI want the quality of the headphones to increase and never cheat the customers....If they all turn up against the consequences would be tough
651,1.0,waste of moneywhose product in 1 day my 1 side of speaker was off not coming sound this is worse quality waste of money
652,1.0,"WorstThe worst ever headphones I bought.. don't even used for 20 days , they simply broke...very thin and fragile design easily breakable"
653,5.0,"The best product very goodThe media could not be loaded.
                



 The battery backup is is 30 hours you buy it now it's very good dealbest brand of India"
654,3.0,Worst mic except nothingFor listening its ok good nice performance battery is very good but for calls its waste mic will deliver our voice very low to other
655,2.0,SoundSound qulity not good
656,1.0,"Controls not workingPrevious track selection is not working with music apps like amazon music, gaaana, jio saavan.Not feeling comfortable for longer usage."
657,3.0,connected to my one plus and there is a audio delay while connecting to Bluetooth.bass quality is average but the problems i am facing is while connecting to Bluetooth headphones are showing delay in audio
658,5.0,Excellent productReally great
659,1.0,Worst ProductSo bad product..my ear and head started aching after 1 hour of use...worst product
660,1.0,Worst productBluetooth connectivity is not good and the comfortable of the product is bad
661,4.0,"Good for the priceThe sound quality is really good.i dont like the body of the headphones,its made of plastic i say put 300rs and buy boat rockerz 450 instead"
662,5.0,Good battery life.It is amazing and it gives an crystal clear Stereo sound. We listen the song in this headphone it fell like we listen song live with singer.
663,1.0,Very tightThis headphone is very tight.After keeping this headphone for sometime I am feeling headache.I need to replace this product.
664,5.0,We Can play up to 1 week and so light weight east or west boat is a bestI use for lecture and hearing song and the sound is very good that if it is full then also our ear dosent painAnd Ajustment is perfect
665,1.0,Poor plasticDo not buy this product... The quality of the plastic is so poor.. my headset broke within 1month of purchase..
666,1.0,RubbishDon't buy this.Bad built quality.
667,5.0,"Osm purchasePros,Good sound quality .Basic design.Light weight.Comfortable.ConsAvarage base .Avarage quality."
668,2.0,"Don't Buy This ProductSimple words, it's cheap and it ain't worth it. Only managed to last 1month. I have no idea how a company like Boat could sell this one and market it. So disappointed."
669,5.0,Best headphones ever in range of 1000.The product is good in the price range and we can use it for even gaming.I loved this product.Nice value for money 💰.
670,5.0,"Nice productThe media could not be loaded.
                



 Build quality, battery life and sound quality is so good...Nice product 👍"
671,3.0,Mice qualityEverything is Ok.But the mice quality little slow to send my voice to caller.it may be network issues. but adjustable not so bad.
672,4.0,"Best product for online classes and music.I use this 🎧 for my online classes and it is amazing and doesn't even hurt my ears, it has best sound quality.You can go for it."
673,3.0,Not so goodWell the sound quality is good but not very good still volume is low sometimes it got disconnected buy itself pause music and many more
674,4.0,The overall performance is goodSince the product receive earlier. The product sound quality is good. Bass quality is very good. Battery backup is also good. Overall performance is good.
675,2.0,Plastic quality is cheap.Plastic quality is very bad. It has broken within a month.
676,5.0,Omg....i never expected this product to be top class...Great build... soothing with high quality bass...noice cancellation effect.......worth for money 100 percent.....go for it....
677,4.0,NiceGood
678,1.0,Right speaker will not work after a month. waste of moneyRight speaker stops working after a month. Many customers reported same issue  pls be careful. dont waste your money.
679,5.0,It's fantasticNice oneExcellent product
680,5.0,OkGood
681,4.0,GoodGood
682,5.0,😍Loving it
683,5.0,"Awesome productAmazing sound , long lasting battery everything that boathead wants XD"
684,5.0,GreatAwesome product fully satisfied great baas sound quality also very good and batrrey backup is too long thanks amazon for this amazing product
